Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Source,EID
"Djerdj T., Hackenberger D.K., Hackenberger D.K., Hackenberger B.K.","57204736232;57215616123;57209270727;6508195371;","Observing earthworm behavior using deep learning",2020,"Geoderma","358",,"113977","","",,3,"10.1016/j.geoderma.2019.113977","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073262243&doi=10.1016%2fj.geoderma.2019.113977&partnerID=40&md5=d9d80cd439737ffd0c54c14e39a074cd","Behavior; Burrow; Computer vision; Deep learning; Earthworm","Automation; Biochemistry; Computer vision; Cost effectiveness; Deep learning; Ecology; Image processing; Monitoring; Neural networks; Soils; Behavior; Burrow; Continuous monitoring; Convolutional neural network; Earthworm; Ecotoxicological study; Neural network model; Soil dwelling organisms; Deep neural networks; artificial neural network; automation; behavior; biomarker; burrow; computer simulation; earthworm; ecotoxicology; experimental study; learning; performance assessment; xenobiotics; Animalia",Article,Scopus,2-s2.0-85073262243
"Csillik O., Asner G.P.","55976503700;7005140378;","Aboveground carbon emissions from gold mining in the Peruvian Amazon",2020,"Environmental Research Letters","15","1","014006","","",,15,"10.1088/1748-9326/ab639c","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080034177&doi=10.1088%2f1748-9326%2fab639c&partnerID=40&md5=d3b5ba3dce39e83530fd947805669465","deep learning; forest degradation; gold mining; Madre de Dios; Planet Dove; REDD+; tropical forest","Biodiversity; Carbon; Deep learning; Deforestation; Environmental impact; Gold deposits; Gold mines; Greenhouse gases; Remote sensing; Tropics; Forest degradation; Gold mining; Madre de dios; REDD; Tropical forest; Economic geology; aboveground biomass; airborne survey; alluvial deposit; biodiversity; carbon emission; carbon sequestration; degradation; emission control; gold mine; greenhouse gas; lidar; machine learning; remote sensing; tropical forest; Amazonas [Peru]; Andes; Madre de Dios; Peru",Article,Scopus,2-s2.0-85080034177
"Asgher U., Khalil K., Ayaz Y., Ahmad R., Khan M.J.","55902392400;57216786839;16548915200;57212548705;55607228600;","Classification of Mental Workload (MWL) using Support Vector Machines (SVM) and Convolutional Neural Networks (CNN)",2020,"2020 3rd International Conference on Computing, Mathematics and Engineering Technologies: Idea to Innovation for Building the Knowledge Economy, iCoMET 2020",,,"9073799","","",,9,"10.1109/iCoMET48670.2020.9073799","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084653463&doi=10.1109%2fiCoMET48670.2020.9073799&partnerID=40&md5=085dec337de7c65b755236480c80e6a2","CNN; fNIRS; Mental workload; SVM","Brain; Convolutional neural networks; Deep learning; Electroencephalography; Electrophysiology; Ergonomics; Functional neuroimaging; Infrared devices; Learning systems; Near infrared spectroscopy; Nearest neighbor search; Support vector machines; Brain electrical activity; Classification accuracy; Collaborative environments; Ecological environments; Functional near-infrared spectroscopy (fnirs); Human factors and ergonomics; Human machine interaction; Technological advancement; Learning algorithms",Conference Paper,Scopus,2-s2.0-85084653463
"Raphael A., Dubinsky Z., Iluz D., Netanyahu N.S.","57214329981;7004673891;7801381116;7003749248;","Neural network recognition of marine benthos and corals",2020,"Diversity","12","1","29","","",,13,"10.3390/d12010029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078680012&doi=10.3390%2fd12010029&partnerID=40&md5=9bb5e2ac20a23e87a2fcc05bedca1565","Classification; Coral reef; Coral species; Deep learning; Marine ecosystem","accuracy assessment; anthropogenic effect; artificial neural network; benthos; biodiversity; coral reef; ecological approach; ecological impact; environmental disturbance; environmental monitoring; marine ecosystem; reliability analysis; Anthozoa",Review,Scopus,2-s2.0-85078680012
"Falzon G., Lawson C., Cheung K.-W., Vernes K., Ballard G.A., Fleming P.J.S., Glen A.S., Milne H., Mather-Zardain A., Meek P.D.","13407283800;57212769341;57212754943;6701743827;25937120200;24447931200;7006830359;57206658047;57212757136;7004594243;","ClassifyMe: A field-scouting software for the identification of wildlife in camera trap images",2020,"Animals","10","1","58","","",,17,"10.3390/ani10010058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077399830&doi=10.3390%2fani10010058&partnerID=40&md5=d32d8cd9bd897c048775a743ee0c71da","Camera trap data management; Camera traps; Deep learning; Ecological software; Species recognition; Wildlife monitoring",,Article,Scopus,2-s2.0-85077399830
"Sun Z., Jiang D., Cai J., Wang X., Zhou Q., Huang M., Dai T., Cao W.","57215500950;26027000300;56470143000;46462079300;55722094700;57191271333;7101682772;55489902600;","Automatic identification and counting of leaf stomata of monocotyledonous crops [单子叶作物叶片气孔自动识别与计数技术]",2019,"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","35","23",,"170","176",,3,"10.11975/j.issn.1002-6819.2019.23.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081024960&doi=10.11975%2fj.issn.1002-6819.2019.23.021&partnerID=40&md5=7e656ac2d2bbe9b2a504481629f65a4f","Convolutional neural network; Deep learning; Machine vision; Models; Monocotyledonous crop; Real-time detection; Stomata counting; Stomata identification","Computer vision; Convolution; Convolutional neural networks; Crops; Deep learning; Deep neural networks; Ecology; Gas plants; Grain (agricultural product); Models; Plants (botany); Automatic recognition; Environmental variables; Measurement protocol; Real-time detection; Recognition abilities; Rice (oryza sativa); Stomata counting; Training parameters; Automatic identification",Article,Scopus,2-s2.0-85081024960
"Campos-Candela A., Palmer M., Balle S., Alós J.","57200335827;7401916928;7006068670;24448104500;","Response to Abolaffio et al. (2019): Avoiding misleading messages",2019,"Journal of Animal Ecology","88","12",,"2017","2021",,2,"10.1111/1365-2656.13084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073815955&doi=10.1111%2f1365-2656.13084&partnerID=40&md5=e9f7aad487d43333340704baf51e1531","animal abundance; citizen science; deep learning; density estimation; home range; remote camera sampling; snapshot; wildlife monitoring","Animalia; animal; ecology; wild animal; Animals; Animals, Wild; Ecology",Note,Scopus,2-s2.0-85073815955
"Wagner F.H., Sanchez A., Tarabalka Y., Lotte R.G., Ferreira M.P., Aidar M.P.M., Gloor E., Phillips O.L., Aragão L.E.O.C.","35763219600;56447692900;24512498300;56548930600;55926320000;6507160598;57204744052;57405200800;9279986800;","Using the U-net convolutional network to map forest types and disturbance in the Atlantic rainforest with very high resolution images",2019,"Remote Sensing in Ecology and Conservation","5","4",,"360","375",,69,"10.1002/rse2.111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062521857&doi=10.1002%2frse2.111&partnerID=40&md5=062244dcf0b2ddda73e2f23e5fa527f5","Deep learning; Image segmentation; Keras; Rstudio; Tensorflow; Tree crown delineation; Tree species detection; Vegetation type detection; WorldView-3 image",,Article,Scopus,2-s2.0-85062521857
"Liu J., Wang X., Wang T.","57207465644;37079618800;57210753625;","Classification of tree species and stock volume estimation in ground forest images using Deep Learning",2019,"Computers and Electronics in Agriculture","166",,"105012","","",,22,"10.1016/j.compag.2019.105012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072268148&doi=10.1016%2fj.compag.2019.105012&partnerID=40&md5=f79909a1d552580f5421fc2586936ec2","Deep Learning; Ground forest image; Growing stock volume; Nonlinear mixed effect model; Tree species classification; UNET","Classification (of information); Deep learning; Image classification; Image segmentation; Pixels; Ground forest image; Growing stocks; Nonlinear mixed effects; Tree species; UNET; Forestry; accuracy assessment; algorithm; anthropogenic effect; ecological modeling; equipment; estimation method; forest ecosystem; forest management; forestry; image classification; pixel; tree",Article,Scopus,2-s2.0-85072268148
"Lin T.-Y., Winner K., Bernstein G., Mittal A., Dokter A.M., Horton K.G., Nilsson C., Van Doren B.M., Farnsworth A., La Sorte F.A., Maji S., Sheldon D.","57189658654;35293835600;57189390387;57210725536;36717500600;56506620900;36667221600;56024769400;22034165800;55918033700;23389726300;23398451200;","MistNet: Measuring historical bird migration in the US using archived weather radar data and convolutional neural networks",2019,"Methods in Ecology and Evolution","10","11",,"1908","1922",,26,"10.1111/2041-210X.13280","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071303029&doi=10.1111%2f2041-210X.13280&partnerID=40&md5=7dd446090640e2cfcb386c1bf78da4a5","aeroecology; bird migration; convolutional neural networks; deep learning; machine learning; movement ecology; ornithology; weather radar",,Article,Scopus,2-s2.0-85071303029
"Liu Y., Yang X., Wang Z., Lu C., Li Z., Yang F.","57202860685;55683853900;57200899528;57199646246;57207466841;57202237099;","Aquaculture area extraction and vulnerability assessment in Sanduao based on richer convolutional features network model",2019,"Journal of Oceanology and Limnology","37","6",,"1941","1954",,9,"10.1007/s00343-019-8265-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068992196&doi=10.1007%2fs00343-019-8265-z&partnerID=40&md5=3dfa7b21f32a0b1ff5e1cb95b5080694","aquaculture area; deep learning; high-resolution remote sensing; Richer Convolutional Features (RCF) network model; vulnerability assessment",,Article,Scopus,2-s2.0-85068992196
"Rammer W., Seidl R.","17135885900;8609630400;","Harnessing Deep Learning in Ecology: An Example Predicting Bark Beetle Outbreaks",2019,"Frontiers in Plant Science","10",,"1327","","",,18,"10.3389/fpls.2019.01327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084257726&doi=10.3389%2ffpls.2019.01327&partnerID=40&md5=4c01b0f8333f464c048c1cf332a4decd","computational ecology; deep neural networks; ecological prediction; forest disturbance; machine learning",,Article,Scopus,2-s2.0-85084257726
"Sharma P., Berwal Y.P.S., Ghai W.","55655546100;57305798400;57206483390;","Enhancement of plant disease detection framework using cloud computing and gpu computing",2019,"International Journal of Engineering and Advanced Technology","9","1",,"3139","3141",,,"10.35940/ijeat.A9541.109119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074618101&doi=10.35940%2fijeat.A9541.109119&partnerID=40&md5=77d8f284b475f5eb22377c90d5708edb","Cloud Computing; Deep Learning; GPU Computing; Plant Disease Detection",,Article,Scopus,2-s2.0-85074618101
"Christin S., Hervet É., Lecomte N.","57219418331;16068338000;57556303400;","Applications for deep learning in ecology",2019,"Methods in Ecology and Evolution","10","10",,"1632","1644",,120,"10.1111/2041-210X.13256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070101371&doi=10.1111%2f2041-210X.13256&partnerID=40&md5=b618046eefca57a0c1a9e2b7105c1bd7","artificial intelligence; automatic monitoring; deep learning; ecology; neural network; pattern recognition",,Review,Scopus,2-s2.0-85070101371
"Wu Q., Lin H.","36081531000;57205428578;","A novel optimal-hybrid model for daily air quality index prediction considering air pollutant factors",2019,"Science of the Total Environment","683",,,"808","821",,57,"10.1016/j.scitotenv.2019.05.288","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066241230&doi=10.1016%2fj.scitotenv.2019.05.288&partnerID=40&md5=1ef18506a093b13e38d76edcbb3a32b1","Air pollutant; Air quality index (AQI)forecasting; Least squares support vector machine (LSSVM); Long short-term memory (LSTM)neural network; Secondary decomposition (SD)","Air quality; Brain; Forecasting; Public health; Quality assurance; Support vector machines; Time series; Wavelet decomposition; Air pollutants; Air quality indices; Comprehensive comparisons; Ecological environments; Least squares support vector machines; Low-frequency approximation; Optimization algorithms; Secondary decomposition; Long short-term memory; carbon dioxide; nitric oxide; ozone; sulfur dioxide; air quality; artificial neural network; atmospheric pollution; decomposition analysis; least squares method; numerical model; prediction; support vector machine; air monitoring; air pollutant; air quality; algorithm; Article; Bat algorithm; clinical evaluation; comparative study; daily air quality index; decomposition; deep learning; environmental parameters; forecasting; least square analysis; least squares support vector machine; long short term memory; machine learning; mathematical model; memory; nerve cell network; optimal hybrid model; particulate matter; prediction; priority journal; process optimization; sample entropy; seasonal variation; secondary decomposition; support vector machine; time series analysis; variational mode decomposition; wavelet decomposition",Article,Scopus,2-s2.0-85066241230
"Zhang G., Wang M., Liu K.","57211273523;55732001400;56896481800;","Forest Fire Susceptibility Modeling Using a Convolutional Neural Network for Yunnan Province of China",2019,"International Journal of Disaster Risk Science","10","3",,"386","403",,55,"10.1007/s13753-019-00233-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073244795&doi=10.1007%2fs13753-019-00233-1&partnerID=40&md5=b8ef13c6d116dc9883b56b056a4dfa4c","China; Convolutional neural network; Forest fire susceptibility; Geographic information system; Machine learning","algorithm; artificial neural network; fire management; forest fire; GIS; machine learning; numerical model; prediction; China; Yunnan",Article,Scopus,2-s2.0-85073244795
"Gray P.C., Bierlich K.C., Mantell S.A., Friedlaender A.S., Goldbogen J.A., Johnston D.W.","57203417471;57200634522;57210208741;6603658430;8206638400;55574221834;","Drones and convolutional neural networks facilitate automated and accurate cetacean species identification and photogrammetry",2019,"Methods in Ecology and Evolution","10","9",,"1490","1500",,32,"10.1111/2041-210X.13246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069905073&doi=10.1111%2f2041-210X.13246&partnerID=40&md5=7d26c6e6edc0b97c9ba52160235f4207","cetaceans; convolutional neural network; deep learning; drones; photogrammetry; population assessments; species identification; unoccupied aerial systems",,Article,Scopus,2-s2.0-85069905073
"Liu Z.Y.-C., Moxley J.H., Kanive P., Gleiss A.C., Maughan T., Bird L., Jewell O.J.D., Chapple T.K., Gagne T., White C.F., Jorgensen S.J.","55598549000;40762007300;47361436000;26022985500;42361451700;7005560998;54389376400;36011573000;55991804600;56647364500;7202961803;","Deep learning accurately predicts white shark locomotor activity from depth data",2019,"Animal Biotelemetry","7","1","14","","",,4,"10.1186/s40317-019-0175-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071593462&doi=10.1186%2fs40317-019-0175-5&partnerID=40&md5=8bac5d24f82adb19a8a38d44aa4b481c","Biologging; Data augmentation; Dynamic body acceleration; Locomotion; Machine learning; Neural networks; White shark",,Article,Scopus,2-s2.0-85071593462
"Bouwma-Gearhart J., Adumat S., Rogan-Klyve A., Bouwma A.M.","16068252500;57211079056;36710410000;56536788900;","Modeling Tropical Diversity in the Undergraduate Classroom: Novel Curriculum to Engage Students in Authentic Scientific Practices",2019,"American Biology Teacher","81","6",,"417","422",,,"10.1525/abt.2019.81.6.417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072604760&doi=10.1525%2fabt.2019.81.6.417&partnerID=40&md5=6010cf1a366e05048de521fc476be85d","Biodiversity; diversity gradients; postsecondary education; scientific modeling",,Article,Scopus,2-s2.0-85072604760
"Brodrick P.G., Davies A.B., Asner G.P.","54956501800;36149814300;7005140378;","Uncovering Ecological Patterns with Convolutional Neural Networks",2019,"Trends in Ecology and Evolution","34","8",,"734","745",,49,"10.1016/j.tree.2019.03.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065237151&doi=10.1016%2fj.tree.2019.03.006&partnerID=40&md5=0621b107f10dc1b3f5dd65f91ab372d1","convolutional neural network; deep learning; image segmentation; machine learning; object detection; remote sensing","algorithm; artificial neural network; ecological approach; ecosystem dynamics; image analysis; image processing; machine learning; remote sensing; satellite imagery; segmentation; ecology; ecosystem; image processing; Ecology; Ecosystem; Image Processing, Computer-Assisted; Neural Networks, Computer",Review,Scopus,2-s2.0-85065237151
"Huang X., Han X., Ma S., Lin T., Gong J.","35203557800;57217566493;57196486175;57209885285;57204201392;","Monitoring ecosystem service change in the City of Shenzhen by the use of high-resolution remotely sensed imagery and deep learning",2019,"Land Degradation and Development","30","12",,"1490","1501",,20,"10.1002/ldr.3337","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068990323&doi=10.1002%2fldr.3337&partnerID=40&md5=364185e925c168fa38ec399edae7b8ad","ecosystem service; land degradation; land-use development; urban environment; urbanization","Ecosystems; Image enhancement; Land use; Remote sensing; Semantics; Urban planning; Ecosystem services; Hierarchical representation; High-resolution remotely sensed imageries; Land degradation; Semantic classification; Semantic interpretation; Urban environments; urbanization; Deep learning; accuracy assessment; ecosystem service; environmental monitoring; land degradation; land use change; learning; remote sensing; satellite data; satellite imagery; urbanization; China; Guangdong; Shenzhen",Article,Scopus,2-s2.0-85068990323
"Kong J., Zhang Z., Zhang J.","57214679650;55617317500;57276860000;","Classification and identification of plant species based on multi-source remote sensing data: Research progress and prospect",2019,"Biodiversity Science","27","7",,"796","812",,6,"10.17520/biods.2019197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078911033&doi=10.17520%2fbiods.2019197&partnerID=40&md5=a92c6c8faa9c1a0e4cecc289933d0794","Biodiversity; Remote sensing monitoring; Species classification; Species identification; Supervised classification",,Article,Scopus,2-s2.0-85078911033
"Cheng K., Cheng X., Wang Y., Bi H., Benfield M.C.","57205879857;57205222447;57210134938;16432650700;7003482307;","Enhanced convolutional neural network for plankton identification and enumeration",2019,"PLoS ONE","14","7","e0219570","","",,16,"10.1371/journal.pone.0219570","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069586439&doi=10.1371%2fjournal.pone.0219570&partnerID=40&md5=6d42e17c2d9aa6ad0053aba7b60c23a1",,"algorithm; Article; artificial neural network; classification; classifier; deep learning; measurement accuracy; model; nonhuman; plankton; recall; species identification; support vector machine; animal; devices; ecosystem monitoring; information processing; Pacific Ocean; procedures; support vector machine; videorecording; zooplankton; Animals; Datasets as Topic; Deep Learning; Ecological Parameter Monitoring; Pacific Ocean; Support Vector Machine; Video Recording; Zooplankton",Article,Scopus,2-s2.0-85069586439
"Wikle C.K.","6701548751;","Comparison of Deep Neural Networks and Deep Hierarchical Models for Spatio-Temporal Data",2019,"Journal of Agricultural, Biological, and Environmental Statistics","24","2",,"175","203",,6,"10.1007/s13253-019-00361-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065131495&doi=10.1007%2fs13253-019-00361-7&partnerID=40&md5=22a3908b9d0d78cdf76044e217a79882","Bayesian; CNN; Convolutional neural network; Dynamic model; Echo state network; ESN; Recurrent neural network; RNN","artificial neural network; Bayesian analysis; dynamic analysis; hierarchical system; spatiotemporal analysis",Article,Scopus,2-s2.0-85065131495
"Rammer W., Seidl R.","17135885900;8609630400;","A scalable model of vegetation transitions using deep neural networks",2019,"Methods in Ecology and Evolution","10","6",,"879","890",,11,"10.1111/2041-210X.13171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063132305&doi=10.1111%2f2041-210X.13171&partnerID=40&md5=259990b1e9790a60eea911e8f0415cff","deep neural networks; ecological forecasting; simulation modelling; state and transition modelling; upscaling; vegetation dynamics; vegetation transitions",,Article,Scopus,2-s2.0-85063132305
"Torney C.J., Lloyd-Jones D.J., Chevallier M., Moyer D.C., Maliti H.T., Mwita M., Kohi E.M., Hopcraft G.C.","24588214300;56385269300;57207468364;12645623000;34881862100;56299541200;26432701300;16316420200;","A comparison of deep learning and citizen science techniques for counting wildlife in aerial survey images",2019,"Methods in Ecology and Evolution","10","6",,"779","787",,33,"10.1111/2041-210X.13165","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062569448&doi=10.1111%2f2041-210X.13165&partnerID=40&md5=8dbec3f532fb46e964e31471ac36c330","citizen science; conservation; deep learning; monitoring; population ecology; surveys",,Article,Scopus,2-s2.0-85062569448
"Abrams J.F., Vashishtha A., Wong S.T., Nguyen A., Mohamed A., Wieser S., Kuijper A., Wilting A., Mukhopadhyay A.","56964747700;57207846645;57207409699;57204729888;56666657200;57207846659;56131137100;15133557500;56241021800;","Habitat-Net: Segmentation of habitat images using deep learning",2019,"Ecological Informatics","51",,,"121","128",,14,"10.1016/j.ecoinf.2019.01.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063029456&doi=10.1016%2fj.ecoinf.2019.01.009&partnerID=40&md5=5db8ad1ad8d2efb211ae457957d15184","Canopy closure; Convolutional neural network; Deep learning; Forest; Habitat interpretation; Image segmentation; Understory vegetation density","abundance; algorithm; artificial neural network; forest ecosystem; forest health; habitat type; image processing; rainforest; segmentation; tropical forest; understory; vegetation type; wild population",Article,Scopus,2-s2.0-85063029456
"Yang H., Du J., Wang Y., Zhang Y., Zhang X., Kang Y.","55273392300;12647427700;57209219574;57225167310;57213541832;57209208908;","Classification Method of Grassland Species Based on Unmanned Aerial Vehicle Remote Sensing and Convolutional Neural Network [基于无人机遥感与卷积神经网络的草原物种分类方法]",2019,"Nongye Jixie Xuebao/Transactions of the Chinese Society for Agricultural Machinery","50","4",,"188","195",,8,"10.6041/j.issn.1000-1298.2019.04.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066833471&doi=10.6041%2fj.issn.1000-1298.2019.04.021&partnerID=40&md5=4c7cd55aa9f1f7270e874bc285d2aa74","Classification; Convolutional neural network; Desert grassland; Hyperspectral remote sensing; Indicator species; Unmanned aerial vehicle","Antennas; Classification (of information); Convolution; Deep learning; Ecology; Forestry; Hyperspectral imaging; Image resolution; Landforms; Neural networks; Principal component analysis; Spectroscopy; Unmanned aerial vehicles (UAV); Convolutional neural network; Desert grassland; Hyperspectral image datas; Hyperspectral remote sensing; Hyperspectral remote sensing technology; Indicator species; Remote sensing technology; Satellite remote sensing; Remote sensing",Article,Scopus,2-s2.0-85066833471
"Yueming L., Xiaomei Y., Zhihua W., Chen L.","57209776198;55683853900;57209780351;57209782349;","Extracting raft aquaculture areas in sanduao from high-resolution remote sensing images using rcf",2019,"Haiyang Xuebao","41","4",,"119","130",,6,"10.3969/j.issn.0253-4193.2019.04.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068676476&doi=10.3969%2fj.issn.0253-4193.2019.04.011&partnerID=40&md5=85cc94fd3a3aef27f696ca0778a51b3a","Deep learning; High-resolution remote sensing; Raft aquaculture area; RCF model",,Article,Scopus,2-s2.0-85068676476
"Schneider S., Taylor G.W., Linquist S., Kremer S.C.","55792783300;55377841000;24460290200;7004848950;","Past, present and future approaches using computer vision for animal re-identification from camera trap data",2019,"Methods in Ecology and Evolution","10","4",,"461","470",,54,"10.1111/2041-210X.13133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060333518&doi=10.1111%2f2041-210X.13133&partnerID=40&md5=1b6c7be2c6ffbd7d3a1a81e312ec9c2b","animal reidentification; camera traps; computer vision; convolutional networks; deep learning; density estimation; monitoring; object detection",,Review,Scopus,2-s2.0-85060333518
"Lorieul T., Pearson K.D., Ellwood E.R., Goëau H., Molino J.-F., Sweeney P.W., Yost J.M., Sachs J., Mata-Montero E., Nelson G., Soltis P.S., Bonnet P., Joly A.","57190141023;57194020810;34972779300;24450343100;6701681706;7102897077;34878070500;8344969500;57028335500;55327697800;7006218396;57195772427;56264909800;","Toward a large-scale and deep phenological stage annotation of herbarium specimens: Case studies from temperate, tropical, and equatorial floras",2019,"Applications in Plant Sciences","7","3","e01233","","",,35,"10.1002/aps3.1233","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062776583&doi=10.1002%2faps3.1233&partnerID=40&md5=2ccb292ecf28ca04f71d889592dc807d","convolutional neural network; deep learning; herbarium data; natural history collections; phenological stage annotation; visual data classification",,Article,Scopus,2-s2.0-85062776583
"Gray P.C., Fleishman A.B., Klein D.J., McKown M.W., Bézy V.S., Lohmann K.J., Johnston D.W.","57203417471;57208056177;57205318999;56063417100;56470693300;7005857056;55574221834;","A convolutional neural network for detecting sea turtles in drone imagery",2019,"Methods in Ecology and Evolution","10","3",,"345","355",,54,"10.1111/2041-210X.13132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059540789&doi=10.1111%2f2041-210X.13132&partnerID=40&md5=f9bbdd4abeb7f1035400fd0244db9b6e","convolutional neural networks; deep learning for ecology; marine megafauna; marine population monitoring; object detection; sea turtles; unoccupied aircraft systems",,Article,Scopus,2-s2.0-85059540789
"Vaidya N.","41262437600;","Toxicity focus is essential for Green Chemistry Adoption and sustainable product development",2019,"Sustainable Chemistry and Pharmacy","11",,,"12","16",,4,"10.1016/j.scp.2018.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058004150&doi=10.1016%2fj.scp.2018.11.005&partnerID=40&md5=5e853c31a1d63125215c51661b893d11","Artificial Intelligence; Chemical toxicity; Deep learning neural network; Formulation toxicity; Green Chemistry; SaaS; Toxicity; Toxicity Evaluation Platform; Toxicity measurement; ViridisChem","artificial intelligence; chemical database; clinical evaluation; ecosystem health; environmental factor; green chemistry; host; priority journal; product development; product safety; Review; toxicity; toxicology",Review,Scopus,2-s2.0-85058004150
"Chilson C., Avery K., McGovern A., Bridge E., Sheldon D., Kelly J.","57203623236;57203618172;6601980819;7004254059;23398451200;57198503525;","Automated detection of bird roosts using NEXRAD radar data and Convolutional Neural Networks",2019,"Remote Sensing in Ecology and Conservation","5","1",,"20","32",,20,"10.1002/rse2.92","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052453968&doi=10.1002%2frse2.92&partnerID=40&md5=361ac9401afbdec28e5d030aaa4fb389","Aeroecology; bird roosts; deep learning; machine learning",,Article,Scopus,2-s2.0-85052453968
"Sidike P., Sagan V., Maimaitijiang M., Maimaitiyiming M., Shakoor N., Burken J., Mockler T., Fritschi F.B.","56585990900;57200370110;56524539600;56023783000;56010939600;7004572174;6602442579;6602404305;","dPEN: deep Progressively Expanded Network for mapping heterogeneous agricultural landscape using WorldView-3 satellite imagery",2019,"Remote Sensing of Environment","221",,,"756","772",,46,"10.1016/j.rse.2018.11.031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058964035&doi=10.1016%2fj.rse.2018.11.031&partnerID=40&md5=5d08842a9419cd4f6c9dc57a24496aab","Convolutional neural network; Crops; Deep learning; Image classification; Residues; SWIR; VNIR; Weeds; WorldView-3","Agricultural wastes; Convolution; Cost effectiveness; Crops; Decision trees; Deep learning; Image classification; Neural networks; Photomapping; Plants (botany); Remote sensing; Satellite imagery; Weed control; Convolutional neural network; Residues; SWIR; VNIR; Weeds; WorldView-3; Infrared radiation; accuracy assessment; agricultural land; artificial neural network; crop plant; crop residue; heterogeneity; image classification; machine learning; mapping method; remote sensing; satellite imagery; spectral analysis; support vector machine; WorldView; Glycine max; Zea mays",Article,Scopus,2-s2.0-85058964035
"Fairbrass A.J., Firman M., Williams C., Brostow G.J., Titheridge H., Jones K.E.","47060944600;6602655015;57195301390;15135206900;56242241100;7404728090;","CityNet—Deep learning tools for urban ecoacoustic assessment",2019,"Methods in Ecology and Evolution","10","2",,"186","197",,20,"10.1111/2041-210X.13114","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057244206&doi=10.1111%2f2041-210X.13114&partnerID=40&md5=9698b480ff8d347437b9993cfc8dbe86","acoustic indices; anthropogenic; biodiversity assessment; convolutional neural networks; ecoacoustics; machine learning; soundscapes; urban ecology",,Article,Scopus,2-s2.0-85057244206
"Gibb R., Browning E., Glover-Kapfer P., Jones K.E.","57195273675;57197736235;57204626905;7404728090;","Emerging opportunities and challenges for passive acoustics in ecological assessment and monitoring",2019,"Methods in Ecology and Evolution","10","2",,"169","185",,144,"10.1111/2041-210X.13101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056390843&doi=10.1111%2f2041-210X.13101&partnerID=40&md5=07d737dc8f5283cb48d9dc4e3ee00d91","acoustic indices; bioacoustics; biodiversity monitoring; deep learning; ecoacoustics; ecological monitoring; machine learning; passive acoustic monitoring",,Review,Scopus,2-s2.0-85056390843
"Okhrimchuk R., Tishaiev I., Zatserkovnyi V.","57203287578;57218569617;57200165109;","The deep learning approach for pan sharpening aster swir data",2019,"Monitoring 2019 Conference - Monitoring of Geological Processes and Ecological Condition of the Environment",,,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089586263&partnerID=40&md5=5d74e6a4b120b37d8639a9e2330c9cf6",,"Condition monitoring; Convolutional neural networks; Ecology; Image resolution; Infrared devices; Infrared radiation; Lithology; Maps; Radiometers; Spectrometers; Accuracy assessment; High spatial resolution; Mineralogical compositions; Multi-spectral imagery; Multispectral satellite image; Short wave infrared; Spectral characteristics; Spectro-radiometers; Deep learning",Conference Paper,Scopus,2-s2.0-85089586263
