Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Source,EID
"Gür H.","12646509800;","The effects of the Late Quaternary glacial-interglacial cycles on Anatolian ground squirrels: Range expansion during the glacial periods?",2013,"Biological Journal of the Linnean Society","109","1",,"19","32",,32,"10.1111/bij.12026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876088054&doi=10.1111%2fbij.12026&partnerID=40&md5=5048218942a11a2ff04500cd5c08a5b1","Ecological niche modelling; Expansion-contraction model; Global climate changes; Last Glacial Maximum; Last Interglacial; Molecular phylogeography; Spermophilus xanthoprymnus","climate change; data acquisition; ecological modeling; glacial-interglacial cycle; global climate; Last Glacial Maximum; niche; phylogeography; Quaternary; range expansion; species diversity; species occurrence; vertebrate; Anatolia; Turkey; Sciuridae; Spermophilus; Spermophilus xanthoprymnus",Article,Scopus,2-s2.0-84876088054
"Hanberry B.B.","25924963300;","Finer grain size increases effects of error and changes influence of environmental predictors on species distribution models",2013,"Ecological Informatics","15",,,"8","13",,13,"10.1016/j.ecoinf.2013.02.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875341203&doi=10.1016%2fj.ecoinf.2013.02.003&partnerID=40&md5=e9e97496d64841a91d7cbe12dda83ffd","Minimum mapping unit; Pseudoabsences; Resolution; Soil; Topographic; Zoning","bacterium; error analysis; grain size; hydrological modeling; polygon; prediction; relative abundance; soil microorganism; spatial resolution",Article,Scopus,2-s2.0-84875341203
"Fortuna M.A., Zaman L., Wagner A.P., Ofria C.","12781725000;55202058800;13612228000;8110205600;","Evolving Digital Ecological Networks",2013,"PLoS Computational Biology","9","3","e1002928","","",,22,"10.1371/journal.pcbi.1002928","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875997583&doi=10.1371%2fjournal.pcbi.1002928&partnerID=40&md5=ca54b069b7297b5b459efa914f38c9d6",,"article; coevolution; computer language; computer program; digital ecological interaction; digital host parasite interaction; digital mutualistic interaction; digital predator prey interaction; ecology; evolutionary ecology; evolving digital ecological network; genetic computer language; genetic model; history; machine learning; phenotype; species diversity; Animals; Biological Evolution; Computational Biology; Computer Simulation; Ecology; Genome; Host-Parasite Interactions; Models, Biological; Plants; Symbiosis",Article,Scopus,2-s2.0-84875997583
"Benito B.M., Cayuela L., Albuquerque F.S.","25624532200;13002599500;23969908700;","The impact of modelling choices in the predictive performance of richness maps derived from species-distribution models: Guidelines to build better diversity models",2013,"Methods in Ecology and Evolution","4","4",,"327","335",,47,"10.1111/2041-210x.12022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875767166&doi=10.1111%2f2041-210x.12022&partnerID=40&md5=af70a0ca71aa677d0c1aadf4ecbffe47","BIOTREE-NET; Species composition; Species richness; Stacked species-distribution models",,Article,Scopus,2-s2.0-84875767166
"Salvador C., Martins M.R., Vicente H., Neves J., Arteiro J.M., Caldeira A.T.","36169931300;57189697990;55355515800;7102055608;14019135000;7004259212;","Modelling molecular and inorganic data of Amanita ponderosa mushrooms using artificial neural networks",2013,"Agroforestry Systems","87","2",,"295","302",,13,"10.1007/s10457-012-9548-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874946654&doi=10.1007%2fs10457-012-9548-y&partnerID=40&md5=1c26784b880beba1fcdd1ae694e9e337","Artificial intelligence based tools; Ectomycorrhizal macrofungi; Inorganic composition; M13-PCR; Wild edible mushrooms","artificial neural network; chemical composition; commercialization; data set; ecological modeling; economic analysis; ectomycorrhiza; habitat type; microclimate; molecular analysis; mushroom; polymerase chain reaction; Iberian Peninsula; Amanita; Amanita ponderosa; Basidiomycota",Article,Scopus,2-s2.0-84874946654
"Jakubowski M.K., Guo Q., Kelly M.","35867235400;56820509800;7403315325;","Tradeoffs between lidar pulse density and forest measurement accuracy",2013,"Remote Sensing of Environment","130",,,"245","253",,175,"10.1016/j.rse.2012.11.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871828878&doi=10.1016%2fj.rse.2012.11.024&partnerID=40&md5=23dfec06ffde58f3c47f9be32a0c9512","Forest structure; Gaussian processes; Lidar; Machine learning; Pulse density; Sierra Nevada forests","Airborne LiDAR; Basal area; Canopy cover; Diameter-at-breast heights; Forest measurement; Forest structure; Gaussian process; Gaussian Processes; High density; Land managers; LIDAR data; LIDAR sensors; Low density; Lower density; Multiple regressions; Practical guidance; Prediction accuracy; Predictive algorithms; Pulse density; Sierra Nevada; Support vector regression (SVR); Technological improvements; Tree density; Tree height; Commerce; Gaussian distribution; Gaussian noise (electronic); Learning systems; Optical radar; Forestry; accuracy assessment; airborne sensing; algorithm; forest canopy; forest management; Gaussian method; lidar; shrub; stand structure; trade-off; yield response; Commerce; Electronics; Forestry; Noise; Radar; California; Sierra National Forest; United States",Article,Scopus,2-s2.0-84871828878
"Polhamus A., Fisher J.B., Tu K.P.","57508869400;7404016992;7102291138;","What controls the error structure in evapotranspiration models?",2013,"Agricultural and Forest Meteorology","169",,,"12","24",,46,"10.1016/j.agrformet.2012.10.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869879524&doi=10.1016%2fj.agrformet.2012.10.002&partnerID=40&md5=a19e61a0454ce0d94c3bc7bdb40003d6","Decoupling; Error; Evapotranspiration; Machine learning; Stomatal resistance; Uncertainty","algorithm; ambient air; atmosphere-biosphere interaction; canopy; climate modeling; error analysis; evapotranspiration; global change; irrigation; meteorology; net radiation; numerical model; parameterization; Penman-Monteith equation; radiation budget; stomatal conductance; temperature effect; uncertainty analysis; water availability",Article,Scopus,2-s2.0-84869879524
"Bradter U., Kunin W.E., Altringham J.D., Thom T.J., Benton T.G.","12769624500;6701335702;7003409521;6603902447;7004199432;","Identifying appropriate spatial scales of predictors in species distribution models with the random forest algorithm",2013,"Methods in Ecology and Evolution","4","2",,"167","174",,73,"10.1111/j.2041-210x.2012.00253.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873560051&doi=10.1111%2fj.2041-210x.2012.00253.x&partnerID=40&md5=41c85023d1161e774088dab69e576a3d","Curlew; Landscape scale; Machine learning; Multiple spatial scales; Patch; Scale selection; Spatial autocorrelation; Variable selection; Wader; Yorkshire Dales","Numenius arquata",Article,Scopus,2-s2.0-84873560051
"Elith J., Franklin J.","8046847200;35725372300;","Species Distribution Modeling",2013,"Encyclopedia of Biodiversity: Second Edition",,,,"692","705",,51,"10.1016/B978-0-12-384719-5.00318-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010270438&doi=10.1016%2fB978-0-12-384719-5.00318-X&partnerID=40&md5=dee720ffb7c4191dfa28a0cfaa452823","Biotope; Climate change; Ecological niche model; Environmental gradient; Generalized linear model; Habitat; Invasive species; Machine learning; Niche; Spatial autocorrelation; Species detectability; Species response curve; Species richness; Species-environment relationship",,Book Chapter,Scopus,2-s2.0-85010270438
"Pechanec V.","35772791400;","Evaluation of landscape segments using decision-support systems",2013,"Public Recreation and Landscape Protection - With Man Hand in Hand?, 2013 Conference Proceeding",,,,"51","55",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983677555&partnerID=40&md5=8499892c0b72910ceaec9c766da8ce31","Decision support; EMDS; Expert's system; GIS; Landscape ecology","Artificial intelligence; Decision making; Ecology; Environmental protection; Expert systems; Geographic information systems; Regional planning; Assessment procedure; Data preparation; Decision supports; Dependency networks; EMDS; Expert's system; Landscape ecology; Spatial decision support systems; Decision support systems",Conference Paper,Scopus,2-s2.0-84983677555
"Tamaddoni-Nezhad A., Milani G.A., Raybould A., Muggleton S., Bohan D.A.","8666181900;55585812700;7003292841;7003491952;6701529090;","Construction and validation of food webs using logic-based machine learning and text mining",2013,"Advances in Ecological Research","49",,,"225","289",,39,"10.1016/B978-0-12-420002-9.00004-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888158737&doi=10.1016%2fB978-0-12-420002-9.00004-4&partnerID=40&md5=b16696776f5840d3f5847af878bcf6da","Abductive/Inductive logic programming; Food web; Functional food web; Machine learning; Network ecology; Text mining",,Book Chapter,Scopus,2-s2.0-84888158737
"Tixier P., Peyrard N., Aubertot J.-N., Gaba S., Radoszycki J., Caron-Lormier G., Vinatier F., Mollot G., Sabbadin R.","16204013200;55893284500;6602514849;8725725600;55936750200;23059380300;32267700800;55070860000;6602721704;","Modelling interaction networks for enhanced ecosystem services in agroecosystems",2013,"Advances in Ecological Research","49",,,"437","480",,33,"10.1016/B978-0-12-420002-9.00007-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888147970&doi=10.1016%2fB978-0-12-420002-9.00007-X&partnerID=40&md5=f009ff65f0bcd0b7b045afe2f1e405c7","Bayesian networks; Decision tools; Ecosystem services; Ecosystem services trade-off; Food web model; Markov decision process; Multi-scale management; Pest control",,Book Chapter,Scopus,2-s2.0-84888147970
"Fan J.L., Liu H.L., Lei J.Q., Xu X.W., Wang G.F., Zhong X.B., Yan J.","26530962300;57191741214;15769651800;15770485400;55902302200;57210507825;55910420900;","Groundwater salt content change and its simulation based on machine learning model in hinterlands of Taklimakan Desert",2013,"Shengtai Xuebao/ Acta Ecologica Sinica","33","18",,"5874","5882",,,"10.5846/stxb201305221137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884786680&doi=10.5846%2fstxb201305221137&partnerID=40&md5=e16a8ebc9fc9cddc7e4c6673921fed97","Back propagation artificial neural network; Gaussian process; Gaussian process latent variable model; Groundwater salt content; Hinterlands of taklimakan desert","accuracy assessment; air temperature; climate change; groundwater; human activity; inflow; numerical model; oil field; regression analysis; salt; simulation; statistical analysis; water chemistry; China; Taklimakan Desert; Tarim Basin; Xinjiang Uygur",Article,Scopus,2-s2.0-84884786680
"Yang T., Zhang W., Fan Z., Wang X., Wang S.","54409954300;37103181400;7402099741;57203579680;15119925800;","Exploring the space syntax under negative planning: A case study of landscape connectivity based on the behaviors of avian edge species",2013,"Shengtai Xuebao/ Acta Ecologica Sinica","33","16",,"5035","5046",,2,"10.5846/stxb201212181818","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881630692&doi=10.5846%2fstxb201212181818&partnerID=40&md5=9d5a1b2a30284609689900b0a66c9ea5","Avian migration behavior; Axial map approach; Behavioral ecology; Blueprint-background transposition; Space syntax","avifauna; behavioral ecology; biodiversity; connectivity; ecological modeling; edge effect; forest ecosystem; greenspace; human settlement; individual-based model; landscape ecology; landscape planning; landscape structure; map; migration; nature-society relations; sustainability; urban ecosystem; urban planning; urbanization; China; Guangxi Zhuangzu; Hezhou; Aves",Article,Scopus,2-s2.0-84881630692
"Tehrani N.A., Makhdoum M.F.","57195240668;6603578412;","Implementing a spatial model of Urban Carrying Capacity Load Number (UCCLN) to monitor the environmental loads of urban ecosystems. Case study: Tehran metropolis",2013,"Ecological Indicators","32",,,"197","211",,30,"10.1016/j.ecolind.2013.03.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876568945&doi=10.1016%2fj.ecolind.2013.03.022&partnerID=40&md5=14912743fa02d969dfcf3c9a7aa96eee","GIS; Load number; Spatial decision support system; Spatial indicators; Urban carrying capacity; Urban ecosystem","Artificial intelligence; Decision support systems; Environmental management; Geographic information systems; Refuse disposal; Sustainable development; Environmental change; Environmental pressures; Management strategies; Spatial decision support systems; Spatial indicators; Sustainable environmental planning; Temporal and spatial; Urban ecosystem; Ecosystems; anthropogenic effect; carrying capacity; decision support system; ecosystem response; environmental change; environmental monitoring; GIS; metropolitan area; spatial analysis; sustainable development; threshold; urban ecosystem; urban planning; Iran; Tehran [Iran]",Article,Scopus,2-s2.0-84876568945
"Jia B., Wang C., Qiu E., Qie G.","7007112079;55877593600;8598860200;11939498900;","The status and trend on the urban tree canopy research",2013,"Shengtai Xuebao/ Acta Ecologica Sinica","33","1",,"23","32",,8,"10.5846/stxb201204220577","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875538310&doi=10.5846%2fstxb201204220577&partnerID=40&md5=b03023e01360ed1378ea5798586f1cb5","Status and trend; Urban forest; Urban tree canopy (UTC)","decision making; forest management; greenspace; habitat conservation; lidar; remote sensing; urbanization",Article,Scopus,2-s2.0-84875538310
"Dormann C.F., Elith J., Bacher S., Buchmann C., Carl G., Carré G., Marquéz J.R.G., Gruber B., Lafourcade B., Leitão P.J., Münkemüller T., Mcclean C., Osborne P.E., Reineking B., Schröder B., Skidmore A.K., Zurell D., Lautenbach S.","7004258461;8046847200;7004033052;36676833600;20733271600;26429258500;26429736600;7006623335;24780989300;26647582400;35234533500;6603564901;7102953824;14042169400;7102044891;7006518879;35079777400;14825445000;","Collinearity: A review of methods to deal with it and a simulation study evaluating their performance",2013,"Ecography","36","1",,"27","46",,4249,"10.1111/j.1600-0587.2012.07348.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874725861&doi=10.1111%2fj.1600-0587.2012.07348.x&partnerID=40&md5=4d45d668bacd173b991c91655279e5e3",,"biodegradation; bioindicator; biome; data set; ecological modeling; literature review; numerical model; performance assessment; prediction; regulatory approach; spatial analysis; statistical analysis; threshold",Article,Scopus,2-s2.0-84874725861
"Stojanova D., Ceci M., Appice A., Malerba D., Džeroski S.","23482633100;6701472018;6603601473;7003297699;7006806328;","Dealing with spatial autocorrelation when learning predictive clustering trees",2013,"Ecological Informatics","13",,,"22","39",,34,"10.1016/j.ecoinf.2012.10.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870551039&doi=10.1016%2fj.ecoinf.2012.10.006&partnerID=40&md5=6e59aa704f55fe2d63ca0d1b362e2d42","Classification and regression; Machine learning; Predictive clustering trees; Spatial autocorrelation","autocorrelation; classification; cluster analysis; data set; dispersal; genetically modified organism; learning; machinery; numerical model; pollen; pollination; prediction; regression analysis; spatial analysis",Article,Scopus,2-s2.0-84870551039
"Gao L., Campbell H.A., Bidder O.R., Hunter J.","55510470000;10042845400;54885322600;7403251837;","A Web-based semantic tagging and activity recognition system for species' accelerometry data",2013,"Ecological Informatics","13",,,"47","56",,30,"10.1016/j.ecoinf.2012.09.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870488817&doi=10.1016%2fj.ecoinf.2012.09.003&partnerID=40&md5=8cd50f20dfc4c4067167c75645857cf2","Animal activity recognition; Semantic annotation; Support vector machines; Tri-axial accelerometer data; Visualization","accelerometer; activity pattern; behavioral ecology; classification; cost-benefit analysis; data set; maturation; measurement method; numerical model; observational method; recognition; tagging; three-dimensional modeling; visualization; Animalia",Article,Scopus,2-s2.0-84870488817
"Tamvakis A., Miritzis J., Tsirtsis G., Spyropoulou A., Spatharis S.","54890681200;55885481400;6602165969;39362461600;22837044500;","Effects of meteorological forcing on coastal eutrophication: Modeling with model trees",2012,"Estuarine, Coastal and Shelf Science","115",,,"210","217",,13,"10.1016/j.ecss.2012.09.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870321613&doi=10.1016%2fj.ecss.2012.09.003&partnerID=40&md5=9cf1af75cd067332c148a3110ef9fe2c","Dynamics; Eutrophication; Linear regression; Machine learning algorithm; Model tree; Process-based modeling","coastal zone management; data set; ecological modeling; environmental conditions; eutrophication; homogeneity; meteorology; policy making; prediction; primary production; runoff",Article,Scopus,2-s2.0-84870321613
"Triana E., Labadie J.W.","6508251054;7102057779;","GIS-based decision support system for improved operations and efficiency conservation in large-scale irrigation systems",2012,"Journal of Irrigation and Drainage Engineering","138","10",,"857","867",,9,"10.1061/(ASCE)IR.1943-4774.0000481","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876726387&doi=10.1061%2f%28ASCE%29IR.1943-4774.0000481&partnerID=40&md5=15bef2b9853e24f04dbf7279446a145b","Canals; Decision support system; Geographic information system; Irrigation efficiency; Network flow optimization; Water conservation; Water delivery systems","Efficiency improvement; Fresh water resources; Gis-based decision support systems; Integrated management; Irrigation efficiency; Long-term sustainability; Network flow optimizations; Water delivery systems; Artificial intelligence; Canals; Competition; Complex networks; Decision support systems; Reservoirs (water); Water conservation; Water management; Water supply; Geographic information systems; canal; decision support system; GIS; irrigation system; optimization; water management; California; United States",Article,Scopus,2-s2.0-84876726387
"Chadès I., Curtis J.M.R., Martin T.G.","6507138908;57203645287;7403463365;","Setting Realistic Recovery Targets for Two Interacting Endangered Species, Sea Otter and Northern Abalone",2012,"Conservation Biology","26","6",,"1016","1025",,43,"10.1111/j.1523-1739.2012.01951.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868634499&doi=10.1111%2fj.1523-1739.2012.01951.x&partnerID=40&md5=b0b879884254ec7cce045a57b977f06e","Enhydra lutris; Haliotis kamtschatkana; Predator-prey relations; Reinforcement learning; Species interaction; Stochastic dynamic programming","conservation management; endangered species; environmental restoration; extinction risk; interspecific interaction; learning; marine mammal; mustelid; numerical method; population dynamics; population modeling; predation risk; predator-prey interaction; resource use; restoration ecology; snail; animal; article; biological model; Canada; Carnivora; endangered species; environmental protection; gastropod; physiology; population dynamics; statistics; Animals; British Columbia; Conservation of Natural Resources; Endangered Species; Gastropoda; Models, Biological; Otters; Population Dynamics; Stochastic Processes; Carnivora; Enhydra; Enhydra lutris; Enhydra lutris kenyoni; Haliotidae; Haliotis kamtschatkana",Article,Scopus,2-s2.0-84868634499
"Dronova I., Gong P., Clinton N.E., Wang L., Fu W., Qi S., Liu Y.","22934129700;57211236643;12544553500;57037788900;57199402978;55702583000;56785387200;","Landscape analysis of wetland plant functional types: The effects of image segmentation scale, vegetation classes and classification methods",2012,"Remote Sensing of Environment","127",,,"357","369",,126,"10.1016/j.rse.2012.09.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867594546&doi=10.1016%2fj.rse.2012.09.018&partnerID=40&md5=0670aff436fda0100ecd3a81f40b0342","Accuracy; Classification; Heterogeneity; Landsat; Landscape; Machine-learning; OBIA; Object-based; Plant functional types; Poyang Lake, China; Remote sensing; Texture; Uncertainty; Vegetation; Wetland","Accuracy; Heterogeneity; LANDSAT; Landscape; Machine-learning; OBIA; Object based; Plant functional type; Poyang Lake; Uncertainty; Classification (of information); Decision trees; Ecology; Learning algorithms; Membership functions; Neural networks; Remote sensing; Support vector machines; Text processing; Textures; Vegetation; Wetlands; Image segmentation; accuracy assessment; algorithm; artificial neural network; functional role; heterogeneity; image classification; landscape ecology; photosynthesis; Ramsar Convention; remote sensing; uncertainty analysis; vegetation classification; vegetation mapping; wetland; China; Jiangxi; Poyang Lake",Article,Scopus,2-s2.0-84867594546
"Towsey M., Planitz B., Nantes A., Wimmer J., Roe P.","6507392201;6506035593;55340464300;36989746800;7006469464;","A toolbox for animal call recognition",2012,"Bioacoustics","21","2",,"107","125",,101,"10.1080/09524622.2011.648753","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863634446&doi=10.1080%2f09524622.2011.648753&partnerID=40&md5=c75279092ee3859a8195a6a44617e1ee","Automated animal call recognition; Environmental acoustic analysis; Sensor networks","biodiversity; bootstrapping; calling behavior; climate change; data set; environmental monitoring; experimental study; habitat fragmentation; recognition; sensory system; software; spatiotemporal analysis; volume; Animalia",Article,Scopus,2-s2.0-84863634446
"Patil K., Pressnitzer D., Shamma S., Elhilali M.","57198126419;6603564345;7003607180;7005508548;","Music in Our Ears: The Biological Bases of Musical Timbre Perception",2012,"PLoS Computational Biology","8","11","e1002759","","",,65,"10.1371/journal.pcbi.1002759","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870717065&doi=10.1371%2fjournal.pcbi.1002759&partnerID=40&md5=53fe896e6b13bff281c04173442962f1",,"accuracy; animal experiment; article; auditory cortex; auditory discrimination; brain function; classification algorithm; controlled study; decision making; distance perception; evoked auditory response; female; human; human experiment; male; mathematical model; music; nonhuman; receptive field; sound analysis; sound detection; sound related phenomena; spatial discrimination; timbre; Acoustic Stimulation; Adult; Algorithms; Auditory Cortex; Auditory Perception; Computational Biology; Female; Humans; Judgment; Male; Models, Neurological; Music; Psychophysics; Recognition (Psychology); Sound; Animalia; Mammalia",Article,Scopus,2-s2.0-84870717065
"Kruk C., Segura A.M.","6602824797;41862438300;","The habitat template of phytoplankton morphology-based functional groups",2012,"Hydrobiologia","698","1",,"191","202",,100,"10.1007/s10750-012-1072-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866979991&doi=10.1007%2fs10750-012-1072-6&partnerID=40&md5=da433126fffb737823adc4b25f550288","CART; Environmental change; Functional groups; Morphological traits; Random forest","community composition; community response; dominance; ecosystem function; environmental change; environmental conditions; functional group; habitat quality; hypothesis testing; lacustrine environment; light attenuation; morphology; phytoplankton; threshold",Article,Scopus,2-s2.0-84866979991
"Wang B., Zhang G., Liu G., Yang Q., Yang Y.","57219047145;55738917200;23569611400;7404076408;57194834916;","Ecological and environmental evaluation for water and soil losscomprehensive harness in Loess hilly region",2012,"Nongye Gongcheng Xuebao/Transactions of the Chinese Society of Agricultural Engineering","28","20",,"150","161",,16,"10.3969/j.issn.1002-6819.2012.20.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869125155&doi=10.3969%2fj.issn.1002-6819.2012.20.021&partnerID=40&md5=e49d9d3dc298e922f9077db99d0b473b","Control; Ecology; Grain for green; Loess hilly region; Models; Multiple decision support systems; Quality assessment","Causal chains; Comprehensive evaluation; Driving forces; Eco-environments; Ecological restoration; Environmental evaluation; Environmental systems; Evaluation results; Grey relation degree; Index systems; Loess hilly region; Quality assessment; Study areas; Water storage; Artificial intelligence; Control; Decision support systems; Ecology; Models; Restoration; Soil conservation; Soils; Geologic models",Article,Scopus,2-s2.0-84869125155
"Calinon T.","55377896000;","Aquatic environments: On artificial erosion to revive the Old Rhine [De l'érosion artificielle pour raviver le Vieux-Rhin]",2012,"Techniques - Sciences - Methodes",,"9",,"8","10",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867158466&partnerID=40&md5=04c9532bca087667d3efe243b13f2b29",,"Aquatic environments; aquatic environment; artificial intelligence; erosion; restoration ecology; Rhine River",Article,Scopus,2-s2.0-84867158466
"Mohtashami S., Bergkvist I., Löfgren B., Berg S.","55389144200;55389157400;7005327064;7201888136;","A GIS approach to analyzing off-road transportation: A case study in Sweden [Raščlamba terenskoga transporta uz pomoć GIS-a: Primjer iz Švedske]",2012,"Croatian Journal of Forest Engineering","33","2",,"275","284",,18,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867471877&partnerID=40&md5=79b1facf39e60185b145930d7443a0a6","Digital terrain model (DTM); Forest operations; Forwarding; GIS-based decision support system; Ground damage; Planning; Rutting; Soil","Digital terrain model; Forest operation; Forwarding; Ground damage; Rutting; Artificial intelligence; Decision support systems; Economic and social effects; Forestry; Geographic information systems; Planning; Profitability; Roads and streets; Soils; Water quality; Geologic models; clearcutting; decision support system; digital terrain model; economic impact; forest management; GIS; logging (timber); software; soil conservation; soil degradation; water quality; Damage; Forestry; GIS; Models; Operations; Planning; Profitability; Soil; Water Quality; Sweden",Article,Scopus,2-s2.0-84867471877
"Kehoe M., O'Brien K., Grinham A., Rissik D., Ahern K.S., Maxwell P.","55318899500;7202076951;24338086300;6602721133;56412101300;55319140100;","Random forest algorithm yields accurate quantitative prediction models of benthic light at intertidal sites affected by toxic Lyngbya majuscula blooms",2012,"Harmful Algae","19",,,"46","52",,21,"10.1016/j.hal.2012.05.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865197784&doi=10.1016%2fj.hal.2012.05.006&partnerID=40&md5=848b78b74d6b7f0c736ca514c41bee78","Ecological monitoring; Light; Lyngbya majuscula; Random forests","algae; Cyanobacteria; Lyngbya majuscula",Article,Scopus,2-s2.0-84865197784
"Aderhold A., Husmeier D., Lennon J.J., Beale C.M., Smith V.A.","12767280100;57204305213;7006715830;7004220194;55241228900;","Hierarchical Bayesian models in ecology: Reconstructing species interaction networks from non-homogeneous species abundance data",2012,"Ecological Informatics","11",,,"55","64",,24,"10.1016/j.ecoinf.2012.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865187909&doi=10.1016%2fj.ecoinf.2012.05.002&partnerID=40&md5=28c0d2a4f4fceec95495fc743b4269c2","Bayesian hierarchical model; Multiple changepoint process; Niche model; Plant ground coverage data; Reversible jump Markov chain Monte Carlo; Species interactions","abundance; autocorrelation; Bayesian analysis; climate effect; competition (ecology); ecological modeling; facilitation; hierarchical system; interspecific interaction; Markov chain; model test; Monte Carlo analysis; mutualism; niche; performance assessment; plant community; predation; reconstruction; regression analysis; species diversity; trophic interaction; vegetation cover; Scotland; United Kingdom; Western Isles",Article,Scopus,2-s2.0-84865187909
"Werneck F.P., Nogueira C., Colli G.R., Sites J.W., Costa G.C.","6504815407;7006686181;55663851000;7005490198;18436349500;","Climatic stability in the Brazilian Cerrado: Implications for biogeographical connections of South American savannas, species richness and conservation in a biodiversity hotspot",2012,"Journal of Biogeography","39","9",,"1695","1706",,148,"10.1111/j.1365-2699.2012.02715.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865155183&doi=10.1111%2fj.1365-2699.2012.02715.x&partnerID=40&md5=4fb41ad6d4faf1a48989eb201ab42d4e","Cerrado; Conservation biogeography; Historical stability; Neotropical savanna connection; Palaeodistribution modelling; Quaternary climatic fluctuations; South America; Species richness; Squamate reptiles","algorithm; biodiversity; biogeography; cerrado; climate conditions; climate variation; conservation planning; data set; fossil record; geographical distribution; historical ecology; landscape ecology; Last Glacial Maximum; Last Interglacial; maximum entropy analysis; palynology; reptile; savanna; species richness; Amazonia; Brazil; South America; Reptilia",Article,Scopus,2-s2.0-84865155183
"Leclere J., Belliard J., Oberdorff T.","38961460900;6701819412;6603055683;","Young-of-the-year fish assemblages as indicators of anthropogenic disturbances in large tributaries of the Seine River Basin (France)",2012,"Hydrobiologia","694","1",,"99","116",,5,"10.1007/s10750-012-1135-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864311637&doi=10.1007%2fs10750-012-1135-8&partnerID=40&md5=be8cd578f3c26e5f877bc5bd842411c9","Anthropogenic disturbances; Large rivers; Machine learning; Predictive models; Young-of-the-year fishes","anthropogenic source; aquatic ecosystem; bioindicator; community structure; data set; disturbance; environmental factor; fish; habitat type; sensitivity analysis; tributary; France; Seine Basin; Pisces",Article,Scopus,2-s2.0-84864311637
"Schneider A.","7402385366;","Monitoring land cover change in urban and peri-urban areas using dense time stacks of Landsat satellite data and a data mining approach",2012,"Remote Sensing of Environment","124",,,"689","704",,305,"10.1016/j.rse.2012.06.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864044765&doi=10.1016%2fj.rse.2012.06.006&partnerID=40&md5=b24799e8ac348a402dc4807b5134a2eb","Change detection; Cities; Classification; Decision trees; Environment; Land cover; Machine learning; Peri-urban; Random forests; Support vector machines; Urban areas; Urbanization","Change detection; Cities; Environment; Land cover; Peri-urban; Random forests; Urban areas; Urbanization; Data mining; Decision trees; Forestry; Learning systems; Maximum likelihood; Remote sensing; Signal detection; Support vector machines; Urban planning; Classification (of information); accuracy assessment; algorithm; data mining; data quality; decision support system; human settlement; image classification; land cover; Landsat; monitoring system; periurban area; remote sensing; satellite data; satellite imagery; spatiotemporal analysis; urban area; urban growth; urbanization; Classification; Data Processing; Decision Making; Forestry; Remote Sensing; Trees",Article,Scopus,2-s2.0-84864044765
